2018-02-05_03-07-44-9710,         0.0922,         0.0762,         0.0000,        30.0000,        29.0000,        59.0000,         4.0000,       662.4000
2018-02-05_03-07-56-2870,         0.0919,         0.0759,         0.0000,        29.0000,        27.0000,        56.0000,         2.0000,       671.4000
2018-02-05_03-07-56-9380,         0.0918,         0.0762,         1.0000,        31.0000,        30.0000,        61.0000,         2.0000,       672.0000
2018-02-05_03-08-09-5560,         0.0911,         0.0762,         0.0000,        27.0000,        32.0000,        59.0000,         1.0000,       682.0000
2018-02-05_03-08-10-1070,         0.0912,         0.0763,         2.0000,        31.0000,        33.0000,        64.0000,         3.0000,       682.5000
2018-02-05_03-08-21-8240,         0.0923,         0.0761,         2.0000,        28.0000,        33.0000,        61.0000,         3.0000,       691.8000
2018-02-05_03-08-22-4250,         0.0911,         0.0758,         1.0000,        35.0000,        31.0000,        66.0000,         0.0000,       692.3000
2018-02-05_03-08-33-6910,         0.0902,         0.0760,         2.0000,        33.0000,        30.0000,        63.0000,         2.0000,       701.3000
2018-02-05_03-08-34-2930,         0.0910,         0.0761,         1.0000,        33.0000,        27.0000,        60.0000,         0.0000,       701.8000
2018-02-05_03-08-46-9110,         0.0928,         0.0761,         5.0000,        31.0000,        29.0000,        60.0000,         3.0000,       711.9000
2018-02-05_03-08-47-5120,         0.0923,         0.0757,         1.0000,        34.0000,        37.0000,        71.0000,         4.0000,       712.4000
2018-02-05_03-08-58-8290,         0.0911,         0.0759,         1.0000,        32.0000,        35.0000,        67.0000,         1.0000,       721.4000
2018-02-05_03-08-59-4280,         0.0926,         0.0761,         2.0000,        28.0000,        35.0000,        63.0000,         5.0000,       721.9000
2018-02-05_03-09-12-0450,         0.0916,         0.0762,         4.0000,        33.0000,        33.0000,        66.0000,         6.0000,       731.9000
2018-02-05_03-09-12-6460,         0.0926,         0.0762,         2.0000,        31.0000,        29.0000,        60.0000,         1.0000,       732.4000
2018-02-05_03-09-24-2120,         0.0927,         0.0762,         0.0000,        33.0000,        27.0000,        60.0000,         1.0000,       741.7000
2018-02-05_03-09-24-8140,         0.0925,         0.0762,         0.0000,        28.0000,        30.0000,        58.0000,         7.0000,       742.2000
2018-02-05_03-09-37-0300,         0.0899,         0.0759,         0.0000,        26.0000,        31.0000,        57.0000,         4.0000,       751.9000
2018-02-05_03-09-37-6330,         0.0897,         0.0762,         0.0000,        27.0000,        26.0000,        53.0000,         2.0000,       752.4000
2018-02-05_03-09-49-1490,         0.0924,         0.0757,         1.0000,        26.0000,        32.0000,        58.0000,         2.0000,       761.6000
2018-02-05_03-09-49-7480,         0.0904,         0.0761,         1.0000,        28.0000,        31.0000,        59.0000,         3.0000,       762.1000
2018-02-05_03-10-01-2660,         0.0908,         0.0755,         0.0000,        29.0000,        31.0000,        60.0000,         4.0000,       771.3000
2018-02-05_03-10-01-8670,         0.0912,         0.0760,         0.0000,        37.0000,        31.0000,        68.0000,         7.0000,       771.8000
2018-02-05_03-10-14-2340,         0.0911,         0.0755,         1.0000,        33.0000,        31.0000,        64.0000,         3.0000,       781.7000
2018-02-05_03-10-14-8350,         0.0916,         0.0762,         1.0000,        32.0000,        39.0000,        71.0000,         5.0000,       782.2000
2018-02-05_03-10-26-4040,         0.0899,         0.0761,         1.0000,        29.0000,        33.0000,        62.0000,         3.0000,       791.4000
2018-02-05_03-10-27-0040,         0.0926,         0.0761,         1.0000,        32.0000,        29.0000,        61.0000,         3.0000,       791.9000
2018-02-05_03-10-39-4700,         0.0922,         0.0761,         0.0000,        31.0000,        37.0000,        68.0000,         3.0000,       801.9000
2018-02-05_03-10-40-1210,         0.0922,         0.0761,         1.0000,        32.0000,        37.0000,        69.0000,         4.0000,       802.3000
2018-02-05_03-10-51-5870,         0.0912,         0.0755,         2.0000,        31.0000,        28.0000,        59.0000,         2.0000,       811.5000
2018-02-05_03-10-52-2380,         0.0913,         0.0761,         1.0000,        30.0000,        24.0000,        54.0000,         2.0000,       812.0000
2018-02-05_03-11-04-6050,         0.0918,         0.0750,         1.0000,        33.0000,        28.0000,        61.0000,         3.0000,       821.9000
2018-02-05_03-11-05-2060,         0.0922,         0.0761,         0.0000,        33.0000,        31.0000,        64.0000,         5.0000,       822.4000
2018-02-05_03-11-16-6230,         0.0929,         0.0763,         3.0000,        26.0000,        31.0000,        57.0000,         3.0000,       831.5000
2018-02-05_03-11-17-2260,         0.0907,         0.0762,         1.0000,        29.0000,        32.0000,        61.0000,         3.0000,       832.0000
2018-02-05_03-11-29-8430,         0.0907,         0.0754,         1.0000,        34.0000,        26.0000,        60.0000,         1.0000,       842.1000
2018-02-05_03-11-30-4930,         0.0919,         0.0755,         1.0000,        26.0000,        33.0000,        59.0000,         5.0000,       842.6000
2018-02-05_03-11-41-6080,         0.0909,         0.0754,         0.0000,        33.0000,        24.0000,        57.0000,         3.0000,       851.5000
2018-02-05_03-11-42-2100,         0.0918,         0.0755,         0.0000,        33.0000,        22.0000,        55.0000,         1.0000,       852.0000
2018-02-05_03-11-54-7780,         0.0904,         0.0762,         0.0000,        27.0000,        24.0000,        51.0000,         5.0000,       862.0000
2018-02-05_03-11-55-3770,         0.0893,         0.0755,         0.0000,        20.0000,        32.0000,        52.0000,         4.0000,       862.5000
2018-02-05_03-12-07-1450,         0.0915,         0.0755,         0.0000,        37.0000,        31.0000,        68.0000,         3.0000,       871.9000
2018-02-05_03-12-07-7470,         0.0919,         0.0761,         2.0000,        33.0000,        31.0000,        64.0000,         0.0000,       872.4000
2018-02-05_03-12-19-3630,         0.0914,         0.0762,         3.0000,        33.0000,        36.0000,        69.0000,         1.0000,       881.7000
2018-02-05_03-12-20-0120,         0.0926,         0.0762,         0.0000,        29.0000,        36.0000,        65.0000,         2.0000,       882.2000
2018-02-05_03-12-31-3790,         0.0906,         0.0760,         0.0000,        29.0000,        26.0000,        55.0000,         4.0000,       891.2000
2018-02-05_03-12-31-9800,         0.0924,         0.0760,         0.0000,        32.0000,        26.0000,        58.0000,         2.0000,       891.8000
2018-02-05_03-12-44-4980,         0.0925,         0.0761,         2.0000,        38.0000,        27.0000,        65.0000,         5.0000,       901.7000
2018-02-05_03-12-45-0990,         0.0923,         0.0761,         2.0000,        29.0000,        32.0000,        61.0000,         2.0000,       902.2000
2018-02-05_03-12-56-5660,         0.0924,         0.0762,         0.0000,        28.0000,        30.0000,        58.0000,         3.0000,       911.4000
2018-02-05_03-12-57-2170,         0.0913,         0.0760,         2.0000,        29.0000,        29.0000,        58.0000,         2.0000,       911.9000
2018-02-05_03-13-09-7850,         0.0917,         0.0759,         1.0000,        27.0000,        36.0000,        63.0000,         4.0000,       922.0000
